gender,medal,type,year,country,abb,longitude,latitude
Women,Silver,Archery,1988,Finland,FIN,25.748151,61.92411
Women,Bronze,Archery,1988,Italy,ITA,12.56738,41.87194
Men,Gold,Archery,1988,Korea,KOR,127.766922,35.907757
Men,Gold,Archery,1988,Korea,KOR,127.766922,35.907757
Men,Gold,Archery,1988,Korea,KOR,127.766922,35.907757
Men,Gold,Archery,1988,Korea,KOR,127.766922,35.907757
Men,Silver,Archery,1988,Finland,FIN,25.748151,61.92411
Men,Silver,Archery,1988,Finland,FIN,25.748151,61.92411
Men,Silver,Archery,1988,Finland,FIN,25.748151,61.92411
Men,Bronze,Archery,1988,France,FRA,2.213749,46.227638
Men,Bronze,Archery,1988,France,FRA,2.213749,46.227638
Men,Bronze,Archery,1988,France,FRA,2.213749,46.227638
Men,Gold,Archery,1988,Korea,KOR,127.766922,35.907757
Men,Gold,Archery,1988,Korea,KOR,127.766922,35.907757
Men,Gold,Archery,1988,Korea,KOR,127.766922,35.907757
Men,Gold,Archery,1988,Korea,KOR,127.766922,35.907757
Men,Silver,Archery,1988,Italy,ITA,12.56738,41.87194
Men,Silver,Archery,1988,Italy,ITA,12.56738,41.87194
Men,Silver,Archery,1988,Italy,ITA,12.56738,41.87194
Men,Silver,Archery,1988,Italy,ITA,12.56738,41.87194
Men,Bronze,Archery,1988,Japan,JPN,138.252924,36.204824
Men,Bronze,Archery,1988,Japan,JPN,138.252924,36.204824
Men,Bronze,Archery,1988,Japan,JPN,138.252924,36.204824
Men,Bronze,Archery,1988,Japan,JPN,138.252924,36.204824
Women,Gold,Archery,1988,Great Britain,GBR,-3.435973,55.378051
Women,Gold,Archery,1988,Great Britain,GBR,-3.435973,55.378051
Women,Gold,Archery,1988,Great Britain,GBR,-3.435973,55.378051
Women,Silver,Archery,1988,FR Germany,FRG,10.451526,51.165691
Women,Silver,Archery,1988,FR Germany,FRG,10.451526,51.165691
Women,Silver,Archery,1988,FR Germany,FRG,10.451526,51.165691
Women,Bronze,Archery,1988,Finland,FIN,25.748151,61.92411
Women,Bronze,Archery,1988,Finland,FIN,25.748151,61.92411
Women,Bronze,Archery,1988,Finland,FIN,25.748151,61.92411
Men,Gold,Archery,1992,Japan,JPN,138.252924,36.204824
Men,Silver,Archery,1992,United States of America,USA,-95.712891,37.09024
Men,Bronze,Archery,1992,Italy,ITA,12.56738,41.87194
Men,Gold,Archery,1992,Italy,ITA,12.56738,41.87194
Men,Silver,Archery,1992,Germany,GER,10.451526,51.165691
Men,Bronze,Archery,1992,Germany,GER,10.451526,51.165691
Men,Gold,Archery,1992,Denmark,DEN,9.501785,56.26392
Men,Silver,Archery,1992,Japan,JPN,138.252924,36.204824
Men,Bronze,Archery,1992,Korea,KOR,127.766922,35.907757
Women,Gold,Archery,1992,Italy,ITA,12.56738,41.87194
Women,Silver,Archery,1992,Finland,FIN,25.748151,61.92411
Women,Bronze,Archery,1992,Japan,JPN,138.252924,36.204824
Women,Silver,Archery,1992,Sweden,SWE,18.643501,60.128161
Women,Bronze,Archery,1992,Denmark,DEN,9.501785,56.26392
Men,Gold,Archery,1992,Germany,GER,10.451526,51.165691
Men,Gold,Archery,1992,Germany,GER,10.451526,51.165691
Men,Gold,Archery,1992,Germany,GER,10.451526,51.165691
Men,Silver,Archery,1992,Italy,ITA,12.56738,41.87194
Men,Silver,Archery,1992,Italy,ITA,12.56738,41.87194
Men,Silver,Archery,1992,Italy,ITA,12.56738,41.87194
Men,Bronze,Archery,1992,Korea,KOR,127.766922,35.907757
Men,Bronze,Archery,1992,Korea,KOR,127.766922,35.907757
Men,Bronze,Archery,1992,Korea,KOR,127.766922,35.907757
Men,Gold,Archery,1992,Korea,KOR,127.766922,35.907757
Men,Gold,Archery,1992,Korea,KOR,127.766922,35.907757
Men,Gold,Archery,1992,Korea,KOR,127.766922,35.907757
Men,Silver,Archery,1992,Spain,ESP,-3.74922,40.463667
Men,Silver,Archery,1992,Spain,ESP,-3.74922,40.463667
Men,Silver,Archery,1992,Spain,ESP,-3.74922,40.463667
Men,Bronze,Archery,1992,France,FRA,2.213749,46.227638
Men,Bronze,Archery,1992,France,FRA,2.213749,46.227638
Men,Bronze,Archery,1992,France,FRA,2.213749,46.227638
Men,Gold,Archery,1996,Finland,FIN,25.748151,61.92411
Men,Silver,Archery,1996,Switzerland,SUI,8.227512,46.818188
Men,Bronze,Archery,1996,Japan,JPN,138.252924,36.204824
Men,Gold,Archery,1996,Korea,KOR,127.766922,35.907757
Men,Silver,Archery,1996,Netherlands,NED,5.291266,52.132633
Men,Bronze,Archery,1996,Germany,GER,10.451526,51.165691
Men,Gold,Archery,1996,Poland,POL,19.145136,51.919438
Men,Silver,Archery,1996,France,FRA,2.213749,46.227638
Men,Bronze,Archery,1996,Korea,KOR,127.766922,35.907757
Women,Gold,Archery,1996,Japan,JPN,138.252924,36.204824
Women,Silver,Archery,1996,Italy,ITA,12.56738,41.87194
Women,Bronze,Archery,1996,Italy,ITA,12.56738,41.87194
Women,Gold,Archery,1996,Poland,POL,19.145136,51.919438
Women,Silver,Archery,1996,Great Britain,GBR,-3.435973,55.378051
Women,Bronze,Archery,1996,France,FRA,2.213749,46.227638
Men,Gold,Archery,1996,Germany,GER,10.451526,51.165691
Men,Gold,Archery,1996,Germany,GER,10.451526,51.165691
Men,Gold,Archery,1996,Germany,GER,10.451526,51.165691
Men,Silver,Archery,1996,Italy,ITA,12.56738,41.87194
Men,Silver,Archery,1996,Italy,ITA,12.56738,41.87194
Men,Silver,Archery,1996,Italy,ITA,12.56738,41.87194
Men,Bronze,Archery,1996,Korea,KOR,127.766922,35.907757
Men,Bronze,Archery,1996,Korea,KOR,127.766922,35.907757
Men,Bronze,Archery,1996,Korea,KOR,127.766922,35.907757
Men,Gold,Archery,1996,Korea,KOR,127.766922,35.907757
Men,Gold,Archery,1996,Korea,KOR,127.766922,35.907757
Men,Gold,Archery,1996,Korea,KOR,127.766922,35.907757
Men,Silver,Archery,1996,Poland,POL,19.145136,51.919438
Men,Silver,Archery,1996,Poland,POL,19.145136,51.919438
Men,Silver,Archery,1996,Poland,POL,19.145136,51.919438
Men,Bronze,Archery,1996,Japan,JPN,138.252924,36.204824
Men,Bronze,Archery,1996,Japan,JPN,138.252924,36.204824
Men,Bronze,Archery,1996,Japan,JPN,138.252924,36.204824
Women,Gold,Archery,1996,Italy,ITA,12.56738,41.87194
Women,Gold,Archery,1996,Italy,ITA,12.56738,41.87194
Women,Gold,Archery,1996,Italy,ITA,12.56738,41.87194
Women,Silver,Archery,1996,Japan,JPN,138.252924,36.204824
Women,Silver,Archery,1996,Japan,JPN,138.252924,36.204824
Women,Silver,Archery,1996,Japan,JPN,138.252924,36.204824
Women,Bronze,Archery,1996,Great Britain,GBR,-3.435973,55.378051
Women,Bronze,Archery,1996,Great Britain,GBR,-3.435973,55.378051
Women,Bronze,Archery,1996,Great Britain,GBR,-3.435973,55.378051
Men,Gold,Archery,2000,Czech Republic,CZE,15.472962,49.817492
Men,Silver,Archery,2000,France,FRA,2.213749,46.227638
Men,Bronze,Archery,2000,France,FRA,2.213749,46.227638
Men,Gold,Archery,2000,Korea,KOR,127.766922,35.907757
Men,Silver,Archery,2000,Korea,KOR,127.766922,35.907757
Men,Bronze,Archery,2000,Italy,ITA,12.56738,41.87194
Men,Gold,Archery,2000,Korea,KOR,127.766922,35.907757
Men,Silver,Archery,2000,Ukraine,UKR,31.16558,48.379433
Men,Bronze,Archery,2000,Slovakia,SVK,19.699024,48.669026
Women,Gold,Archery,2000,Italy,ITA,12.56738,41.87194
Women,Silver,Archery,2000,Great Britain,GBR,-3.435973,55.378051
Women,Bronze,Archery,2000,Korea,KOR,127.766922,35.907757
Women,Gold,Archery,2000,Great Britain,GBR,-3.435973,55.378051
Women,Silver,Archery,2000,Poland,POL,19.145136,51.919438
Women,Bronze,Archery,2000,Poland,POL,19.145136,51.919438
Men,Gold,Archery,2000,Italy,ITA,12.56738,41.87194
Men,Gold,Archery,2000,Italy,ITA,12.56738,41.87194
Men,Gold,Archery,2000,Italy,ITA,12.56738,41.87194
Men,Silver,Archery,2000,France,FRA,2.213749,46.227638
Men,Silver,Archery,2000,France,FRA,2.213749,46.227638
Men,Silver,Archery,2000,France,FRA,2.213749,46.227638
Men,Bronze,Archery,2000,Korea,KOR,127.766922,35.907757
Men,Bronze,Archery,2000,Korea,KOR,127.766922,35.907757
Men,Bronze,Archery,2000,Korea,KOR,127.766922,35.907757
Women,Gold,Archery,2000,Italy,ITA,12.56738,41.87194
Women,Gold,Archery,2000,Italy,ITA,12.56738,41.87194
Women,Gold,Archery,2000,Italy,ITA,12.56738,41.87194
Women,Silver,Archery,2000,Great Britain,GBR,-3.435973,55.378051
Women,Silver,Archery,2000,Great Britain,GBR,-3.435973,55.378051
Women,Silver,Archery,2000,Great Britain,GBR,-3.435973,55.378051
Women,Bronze,Archery,2000,Japan,JPN,138.252924,36.204824
Women,Bronze,Archery,2000,Japan,JPN,138.252924,36.204824
Women,Bronze,Archery,2000,Japan,JPN,138.252924,36.204824
Men,Gold,Archery,2004,Great Britain,GBR,-3.435973,55.378051
Men,Silver,Archery,2004,Sweden,SWE,18.643501,60.128161
Men,Bronze,Archery,2004,United States of America,USA,-95.712891,37.09024
Men,Gold,Archery,2004,Germany,GER,10.451526,51.165691
Men,Silver,Archery,2004,Korea,KOR,127.766922,35.907757
Men,Bronze,Archery,2004,Korea,KOR,127.766922,35.907757
Men,Gold,Archery,2004,Slovakia,SVK,19.699024,48.669026
Men,Silver,Archery,2004,Poland,POL,19.145136,51.919438
Men,Bronze,Archery,2004,Korea,KOR,127.766922,35.907757
Women,Gold,Archery,2004,Italy,ITA,12.56738,41.87194
Women,Silver,Archery,2004,Japan,JPN,138.252924,36.204824
Women,Bronze,Archery,2004,Japan,JPN,138.252924,36.204824
Women,Gold,Archery,2004,China,CHN,104.195397,35.86166
Women,Silver,Archery,2004,Thailand,THA,100.992541,15.870032
Women,Bronze,Archery,2004,Poland,POL,19.145136,51.919438
Men,Gold,Archery,2004,Korea,KOR,127.766922,35.907757
Men,Gold,Archery,2004,Korea,KOR,127.766922,35.907757
Men,Gold,Archery,2004,Korea,KOR,127.766922,35.907757
Men,Silver,Archery,2004,Japan,JPN,138.252924,36.204824
Men,Silver,Archery,2004,Japan,JPN,138.252924,36.204824
Men,Silver,Archery,2004,Japan,JPN,138.252924,36.204824
Men,Bronze,Archery,2004,United States of America,USA,-95.712891,37.09024
Men,Bronze,Archery,2004,United States of America,USA,-95.712891,37.09024
Men,Bronze,Archery,2004,United States of America,USA,-95.712891,37.09024
Women,Gold,Archery,2004,Great Britain,GBR,-3.435973,55.378051
Women,Gold,Archery,2004,Great Britain,GBR,-3.435973,55.378051
Women,Gold,Archery,2004,Great Britain,GBR,-3.435973,55.378051
Women,Silver,Archery,2004,Italy,ITA,12.56738,41.87194
Women,Silver,Archery,2004,Italy,ITA,12.56738,41.87194
Women,Silver,Archery,2004,Italy,ITA,12.56738,41.87194
Women,Bronze,Archery,2004,Korea,KOR,127.766922,35.907757
Women,Bronze,Archery,2004,Korea,KOR,127.766922,35.907757
Women,Bronze,Archery,2004,Korea,KOR,127.766922,35.907757
Men,Gold,Archery,2008,Czech Republic,CZE,15.472962,49.817492
Men,Silver,Archery,2008,Great Britain,GBR,-3.435973,55.378051
Men,Bronze,Archery,2008,United States of America,USA,-95.712891,37.09024
Men,Gold,Archery,2008,Great Britain,GBR,-3.435973,55.378051
Men,Silver,Archery,2008,Italy,ITA,12.56738,41.87194
Men,Bronze,Archery,2008,Switzerland,SUI,8.227512,46.818188
Men,Gold,Archery,2008,China,CHN,104.195397,35.86166
Men,Silver,Archery,2008,Italy,ITA,12.56738,41.87194
Men,Bronze,Archery,2008,Chinese Taipei,TPE,120.960515,23.69781
Men,Gold,Archery,2008,Mongolia,MGL,103.846656,46.862496
Men,Silver,Archery,2008,France,FRA,2.213749,46.227638
Men,Bronze,Archery,2008,China,CHN,104.195397,35.86166
Women,Gold,Archery,2008,Great Britain,GBR,-3.435973,55.378051
Women,Silver,Archery,2008,Japan,JPN,138.252924,36.204824
Women,Bronze,Archery,2008,Great Britain,GBR,-3.435973,55.378051
Women,Gold,Archery,2008,Turkey,TUR,35.243322,38.963745
Women,Silver,Archery,2008,China,CHN,104.195397,35.86166
Women,Bronze,Archery,2008,China,CHN,104.195397,35.86166
Women,Gold,Archery,2008,Korea,KOR,127.766922,35.907757
Women,Silver,Archery,2008,China,CHN,104.195397,35.86166
Women,Bronze,Archery,2008,United States of America,USA,-95.712891,37.09024
Men,Gold,Archery,2008,Korea,KOR,127.766922,35.907757
Men,Gold,Archery,2008,Korea,KOR,127.766922,35.907757
Men,Gold,Archery,2008,Korea,KOR,127.766922,35.907757
Men,Silver,Archery,2008,China,CHN,104.195397,35.86166
Men,Silver,Archery,2008,China,CHN,104.195397,35.86166
Men,Silver,Archery,2008,China,CHN,104.195397,35.86166
Men,Bronze,Archery,2008,Italy,ITA,12.56738,41.87194
Men,Bronze,Archery,2008,Italy,ITA,12.56738,41.87194
Men,Bronze,Archery,2008,Italy,ITA,12.56738,41.87194
Women,Gold,Archery,2008,China,CHN,104.195397,35.86166
Women,Gold,Archery,2008,China,CHN,104.195397,35.86166
Women,Gold,Archery,2008,China,CHN,104.195397,35.86166
Women,Silver,Archery,2008,Korea,KOR,127.766922,35.907757
Women,Silver,Archery,2008,Korea,KOR,127.766922,35.907757
Women,Silver,Archery,2008,Korea,KOR,127.766922,35.907757
Women,Bronze,Archery,2008,Czech Republic,CZE,15.472962,49.817492
Women,Bronze,Archery,2008,Czech Republic,CZE,15.472962,49.817492
Women,Bronze,Archery,2008,Czech Republic,CZE,15.472962,49.817492
Men,Gold,Archery,2012,United States of America,USA,-95.712891,37.09024
Men,Silver,Archery,2012,Czech Republic,CZE,15.472962,49.817492
Men,Bronze,Archery,2012,Canada,CAN,-106.346771,56.130366
Men,Gold,Archery,2012,Finland,FIN,25.748151,61.92411
Men,Silver,Archery,2012,United States of America,USA,-95.712891,37.09024
Men,Bronze,Archery,2012,Turkey,TUR,35.243322,38.963745
Men,Gold,Archery,2012,Italy,ITA,12.56738,41.87194
Men,Silver,Archery,2012,Malaysia,MAS,101.975766,4.210484
Men,Bronze,Archery,2012,Chinese Taipei,TPE,120.960515,23.69781
Men,Gold,Archery,2012,Russia,RUS,105.318756,61.52401
Men,Silver,Archery,2012,Russia,RUS,105.318756,61.52401
Men,Bronze,Archery,2012,Russia,RUS,105.318756,61.52401
Women,Gold,Archery,2012,Great Britain,GBR,-3.435973,55.378051
Women,Silver,Archery,2012,Great Britain,GBR,-3.435973,55.378051
Women,Bronze,Archery,2012,Russia,RUS,105.318756,61.52401
Women,Gold,Archery,2012,Iran,IRI,53.688046,32.427908
Women,Silver,Archery,2012,Italy,ITA,12.56738,41.87194
Women,Bronze,Archery,2012,China,CHN,104.195397,35.86166
Women,Gold,Archery,2012,China,CHN,104.195397,35.86166
Women,Silver,Archery,2012,Korea,KOR,127.766922,35.907757
Women,Bronze,Archery,2012,Poland,POL,19.145136,51.919438
Men,Gold,Archery,2012,Russia,RUS,105.318756,61.52401
Men,Gold,Archery,2012,Russia,RUS,105.318756,61.52401
Men,Gold,Archery,2012,Russia,RUS,105.318756,61.52401
Men,Silver,Archery,2012,Korea,KOR,127.766922,35.907757
Men,Silver,Archery,2012,Korea,KOR,127.766922,35.907757
Men,Silver,Archery,2012,Korea,KOR,127.766922,35.907757
Men,Bronze,Archery,2012,China,CHN,104.195397,35.86166
Men,Bronze,Archery,2012,China,CHN,104.195397,35.86166
Men,Bronze,Archery,2012,China,CHN,104.195397,35.86166
Women,Gold,Archery,2012,Korea,KOR,127.766922,35.907757
Women,Gold,Archery,2012,Korea,KOR,127.766922,35.907757
Women,Gold,Archery,2012,Korea,KOR,127.766922,35.907757
Women,Silver,Archery,2012,China,CHN,104.195397,35.86166
Women,Silver,Archery,2012,China,CHN,104.195397,35.86166
Women,Silver,Archery,2012,China,CHN,104.195397,35.86166
Women,Bronze,Archery,2012,Iran,IRI,53.688046,32.427908
Women,Bronze,Archery,2012,Iran,IRI,53.688046,32.427908
Women,Bronze,Archery,2012,Iran,IRI,53.688046,32.427908
Men,Gold,Archery,2016,Great Britain,GBR,-3.435973,55.378051
Men,Silver,Archery,2016,Czech Republic,CZE,15.472962,49.817492
Men,Bronze,Archery,2016,Slovakia,SVK,19.699024,48.669026
Men,Gold,Archery,2016,United States of America,USA,-95.712891,37.09024
Men,Silver,Archery,2016,Italy,ITA,12.56738,41.87194
Men,Bronze,Archery,2016,Australia,AUS,133.775136,-25.274398
Men,Gold,Archery,2016,Iran,IRI,53.688046,32.427908
Men,Silver,Archery,2016,Thailand,THA,100.992541,15.870032
Men,Bronze,Archery,2016,Iran,IRI,53.688046,32.427908
Women,Gold,Archery,2016,Great Britain,GBR,-3.435973,55.378051
Women,Silver,Archery,2016,Great Britain,GBR,-3.435973,55.378051
Women,Bronze,Archery,2016,Great Britain,GBR,-3.435973,55.378051
Women,Gold,Archery,2016,China,CHN,104.195397,35.86166
Women,Silver,Archery,2016,China,CHN,104.195397,35.86166
Women,Bronze,Archery,2016,Korea,KOR,127.766922,35.907757
Women,Gold,Archery,2016,Iran,IRI,53.688046,32.427908
Women,Silver,Archery,2016,China,CHN,104.195397,35.86166
Women,Bronze,Archery,2016,Poland,POL,19.145136,51.919438
Mixed,Gold,Archery,2016,Great Britain,GBR,-3.435973,55.378051
Mixed,Gold,Archery,2016,Great Britain,GBR,-3.435973,55.378051
Mixed,Silver,Archery,2016,Korea,KOR,127.766922,35.907757
Mixed,Silver,Archery,2016,Korea,KOR,127.766922,35.907757
Mixed,Bronze,Archery,2016,Czech Republic,CZE,15.472962,49.817492
Mixed,Bronze,Archery,2016,Czech Republic,CZE,15.472962,49.817492
Mixed,Gold,Archery,2016,China,CHN,104.195397,35.86166
Mixed,Gold,Archery,2016,China,CHN,104.195397,35.86166
Mixed,Silver,Archery,2016,Great Britain,GBR,-3.435973,55.378051
Mixed,Silver,Archery,2016,Great Britain,GBR,-3.435973,55.378051
Mixed,Bronze,Archery,2016,Korea,KOR,127.766922,35.907757
Mixed,Bronze,Archery,2016,Korea,KOR,127.766922,35.907757
Mixed,Gold,Archery,2016,China,CHN,104.195397,35.86166
Mixed,Gold,Archery,2016,China,CHN,104.195397,35.86166
Mixed,Silver,Archery,2016,Iran,IRI,53.688046,32.427908
Mixed,Silver,Archery,2016,Iran,IRI,53.688046,32.427908
Mixed,Bronze,Archery,2016,Italy,ITA,12.56738,41.87194
Mixed,Bronze,Archery,2016,Italy,ITA,12.56738,41.87194
Men,Gold,Athletics,1980,Mexico,MEX,-102.552784,23.634501
Men,Silver,Athletics,1980,Canada,CAN,-106.346771,56.130366
Men,Bronze,Athletics,1980,Switzerland,SUI,8.227512,46.818188
Men,Gold,Athletics,1980,Sweden,SWE,18.643501,60.128161
Men,Silver,Athletics,1980,Mexico,MEX,-102.552784,23.634501
Men,Bronze,Athletics,1980,Greece,GRE,21.824312,39.074208
Men,Gold,Athletics,1980,Mexico,MEX,-102.552784,23.634501
Men,Silver,Athletics,1980,Mexico,MEX,-102.552784,23.634501
Men,Bronze,Athletics,1980,New Zealand,NZL,174.885971,-40.900557
Men,Gold,Athletics,1980,Great Britain,GBR,-3.435973,55.378051
Men,Silver,Athletics,1980,United States of America,USA,-95.712891,37.09024
Men,Bronze,Athletics,1980,Poland,POL,19.145136,51.919438
Men,Gold,Athletics,1980,France,FRA,2.213749,46.227638
Men,Silver,Athletics,1980,Sweden,SWE,18.643501,60.128161
Men,Bronze,Athletics,1980,Sweden,SWE,18.643501,60.128161
Men,Gold,Athletics,1980,Denmark,DEN,9.501785,56.26392
Men,Silver,Athletics,1980,France,FRA,2.213749,46.227638
Men,Bronze,Athletics,1980,United States of America,USA,-95.712891,37.09024
Men,Gold,Athletics,1980,Poland,POL,19.145136,51.919438
Men,Silver,Athletics,1980,United States of America,USA,-95.712891,37.09024
Men,Bronze,Athletics,1980,Poland,POL,19.145136,51.919438
Men,Gold,Athletics,1980,Canada,CAN,-106.346771,56.130366
Men,Silver,Athletics,1980,Canada,CAN,-106.346771,56.130366
